3300.2144,3613.9907,9.6755,47.3393
3299.2847,3619.1726,9.6936,356.6573
3305.0471,3623.0735,9.6776,285.0993
3313.5674,3617.5730,9.6849,224.8249
3320.7900,3610.3044,9.6760,224.8160
3338.6411,3606.8618,9.6782,280.9544
3349.4531,3614.0320,9.6771,313.5122
3353.2351,3630.1733,9.6775,5.8152
3352.1401,3640.9290,9.6765,5.8387
3324.0688,3770.9355,9.6151,43.6691
3318.1472,3772.5173,9.6182,83.7547
3312.7847,3768.2925,9.6243,156.0100
3311.3757,3761.3760,9.6195,173.6460
3315.0103,3755.4656,9.6220,232.5703
3320.8455,3754.7292,9.6193,275.0132
3326.5439,3757.8213,9.6150,311.4775
3318.0061,3761.6248,9.6181,109.2235
3312.2048,3764.9097,9.6241,38.3268
3347.5413,3748.1277,10.9573,232.3458
3351.1841,3747.4653,11.0956,265.3982
3359.5525,3738.5134,9.4588,202.5752
3365.1340,3735.9063,7.3752,266.9826
3341.2559,3700.5833,9.6777,179.8301
3342.2546,3680.2334,9.6774,184.0620
3344.4163,3649.8101,9.6771,184.0643
3503.0806,3719.6455,7.7507,309.1586
3506.1973,3717.4229,7.7507,219.1585
3507.1765,3720.1003,7.7451,354.1586
3504.0500,3712.5596,5.2998,327.3321
3506.5508,3711.2146,5.3048,237.3320
3505.0537,3708.4717,5.2998,147.3321
3506.8628,3677.4868,6.0498,174.4240
3504.0950,3677.5432,6.0498,84.4239
3505.1624,3675.5742,6.0498,219.4240
3505.0659,3674.1025,6.0498,174.4240
3504.8367,3671.7593,6.0498,174.4240
3504.5945,3669.2866,6.0262,174.4240
3504.6030,3667.2844,6.3546,174.4240
3504.7534,3660.1782,7.4755,174.4240
3504.5906,3657.7119,7.6453,174.4240
3616.3623,3567.5879,7.3402,273.9901
3618.8010,3569.7222,7.3402,3.9901
3623.3262,3566.2336,7.3402,273.9901
3655.8186,3574.0972,7.5263,273.9901
3659.4194,3574.3484,8.0906,273.9901
3662.6797,3574.5762,8.6015,273.9901
3666.3340,3573.4829,8.6752,273.9901
3667.6655,3574.9248,8.6752,3.9901
3709.6333,3564.2324,43.1373,157.7423
3707.6694,3562.3010,43.1373,157.7423
3710.4966,3560.9102,43.1373,247.7423
3951.5977,3463.4067,13.5768,54.2039
3948.2009,3475.4136,13.5768,54.2039
3950.5288,3490.2427,13.5768,54.2039
3945.4370,3490.4941,13.5768,108.7245
3940.4026,3490.9526,13.5768,108.7245
3934.9717,3491.8113,13.5768,108.7245
3933.8518,3488.1514,13.5768,198.7245
3935.1326,3484.3745,13.5768,198.7245
3958.2761,3484.6011,13.5768,265.3692
3960.3823,3487.9941,13.5768,310.3692
3964.8811,3485.2195,13.5768,265.3692
3965.1760,3480.9612,13.5768,175.3692
4046.5950,3525.7671,13.5768,339.0034
4041.1042,3528.1091,13.5768,69.0034
4040.9851,3532.2190,13.5768,339.0034
4043.2297,3538.0637,13.5768,339.0034
4046.8813,3541.1670,13.5768,303.7893
4051.0886,3541.5234,13.5768,258.7893
4055.2026,3540.7085,13.5768,258.7893
4058.2974,3538.4382,14.3699,153.8216
4058.8809,3536.5823,14.3126,198.8216
3802.5630,3655.0566,4.3402,225.1663
3804.9773,3657.1750,4.3402,315.1664
3803.8481,3658.6445,4.3402,45.1664
3775.5781,3625.1357,5.8159,163.8249
3777.0610,3621.8062,5.8159,208.8249
3774.0244,3619.0413,5.8159,163.8249
3776.8574,3614.8962,5.8159,253.8250
3773.5564,3610.3047,5.8159,163.8249
3777.6392,3605.0088,5.8159,163.8249
3738.6438,3785.2717,10.1571,28.4637
3739.2646,3788.2561,10.1571,28.4637
3736.4043,3787.4326,10.1571,118.4637
3738.2053,3789.2751,10.1571,298.4636
3739.8550,3784.6970,10.1571,118.4637
3684.6597,3783.5354,11.7561,67.9440
3683.9170,3785.6824,11.7561,337.9440
3685.8145,3786.8518,11.7561,247.9440
3518.0425,3788.1743,13.6202,59.1706
3516.7925,3787.8953,13.6202,104.7973
3515.6763,3789.1919,13.6202,59.7973
3513.8555,3790.4993,13.6202,59.1706
3514.0706,3786.4067,13.6202,119.9579
3510.4126,3788.3132,10.1571,250.7396
3511.0459,3787.1147,10.1571,205.7395
3512.0242,3788.5830,10.1571,340.7396
3513.6250,3826.6968,13.6202,244.6657
3515.1042,3825.3254,13.6202,244.6657
3517.4521,3824.2139,13.6202,244.6657
3518.8628,3826.6721,13.6202,334.6658
3525.3643,3825.6599,10.1571,286.9662
3523.5562,3827.1069,10.1571,61.9661
3522.9858,3823.5129,10.1571,106.9661
3551.4875,3830.8523,10.1571,291.0395
3552.7383,3833.3262,10.1571,336.0395
3554.3289,3830.3828,10.1571,201.0395
3557.5066,3827.4380,10.1571,291.0395
3555.9983,3824.8486,10.1571,201.0395
3558.5220,3824.4087,10.1571,291.0395
3730.3970,3935.2017,10.1571,302.6329
3732.9172,3935.3923,10.1571,302.6329
3735.7715,3935.5068,10.1571,302.6329
3736.9922,3937.8262,10.1571,347.6329
3739.3284,3939.3816,10.1571,302.6329
3832.0027,3910.0945,26.0100,43.5997
3836.2754,3910.7434,26.0100,313.5996
3838.8481,3908.3643,26.0100,223.5996
3841.1292,3905.9673,26.0100,223.5996
3840.7744,3905.3276,26.0100,133.5996
3838.7273,3903.3784,26.0100,133.5996
3836.5239,3901.2808,26.0100,133.5996
3833.9146,3898.7964,26.0100,133.5996
3830.4241,3895.4734,26.0100,133.5996
3827.9102,3897.7930,26.0048,43.5997
3828.7954,3890.5264,26.0048,223.5996
3832.0520,3890.5481,26.0100,313.5996
3834.1995,3892.5938,26.0100,313.5996
3838.1875,3893.4302,26.0100,313.5996
3842.3340,3894.7810,26.0100,313.5996
3844.5293,3896.8696,26.0100,313.5996
3844.8994,3899.6606,26.0100,358.5996
